Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion
T000175,C0064,Ploy Thongdee,ploy.thongdee64@example.com,female,Phuket,16-02-2026,2026-02-16 03:00:00,Beauty,4,472.97,0.1,1702.69,PromptPay,Processing,N
T000347,C0157,Nont Rattanakul,nont.rattanakul157@example.com,f,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Food,3,282.51,0.1,762.78,CC,Returned,N
T000318,C0060,Tee Maneerat,tee.maneerat60@example.com,male,Rayong,06/18/2026,2026-06-18 11:00:00,Sports,5,119.93,0.1,539.69,promptpay,Processing,N
T000383,C0076,Pim Phromla,pim.phromla76@example.com,MALE,Chanthaburi,01/19/2026,2026-01-19 01:00:00,Home,2,141.51,0.15,240.57,Credit Card,Cancelled,N
T000394,C0098,Film Lertprasert,film.lertprasert98@example.com,FEMALE,Khon Kaen,06/05/2026,2026-05-06 06:00:00,Food,1,206.5,0.0,206.5,bank_transfer,Processing,Y
T000397,C0106,Korn Srisawat,korn.srisawat106@example.com,MALE,Rayong,24/03/2026,2026-03-24 04:00:00,Food,4,106.73,0.0,426.92,bank_transfer,Completed,N
T000240,C0007,Jane Saelim,jane.saelim7@example.com,m,Chiang Mai,02/09/2026,2026-02-09 09:00:00,Beauty,5,201.04,0.15,854.42,Cash on Delivery,Processing,N
T000091,C0084,Film Thongdee,film.thongdee84@example.com,Female,Bangkok,2026/01/16,2026-01-16 09:00:00,Home,2,180.02,0.0,360.04,Transfer,Cancelled,N
T000185,C0041,Tee Chaiyo,tee.chaiyo41@example.com,male,Chonburi,2026-04-23,2026-04-23 17:00:00,Food,1,188.03,0.15,159.83,Prompt Pay,Processing,N
T000458,C0092,Tee Wongsa,tee.wongsa92@example.com,female,Chanthaburi,2026-06-25,2026-06-25 15:00:00,Home,2,243.54,0.0,487.08,Prompt Pay,Cancelled,Y
T000359,C0058,Anan Wongsa,,F,Khon Kaen,2026-03-26,2026-03-26 18:00:00,Beauty,5,298.54,0.0,1492.7,Transfer,Completed,N
T000524,C0061,Tee Maneerat,,Male,Chiang Mai,24/03/2026,2026-03-24 12:00:00,Beauty,3,162.12,0.1,437.72,CC,Returned,N
T000342,C0065,Pim Srisawat,pim.srisawat65@example.com,MALE,Nakhon Ratchasima,07/06/2026,2026-06-07 14:00:00,Beauty,1,55.08,0.05,52.33,cash,Processing,N
T000022,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,04-02-2026,2026-02-04 13:00:00,Food,6,91.54,0.0,440.2,promptpay,Cancelled,N
T000236,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026/01/15,2026-01-15 16:00:00,Electronics,2,243.3,0.1,437.94,PP,Returned,N
T000150,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,,2026-02-22,2026-02-22 18:00:00,Sports,4,155.35,0.2,497.12,Card,unknown_status,N
T000416,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,29/03/2026,2026-03-29 13:00:00,Beauty,2,112.29,0.0,224.58,Prompt Pay,Completed,N
T000166,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,02/23/2026,2026-02-23 07:00:00,Home,1,269.63,0.05,256.15,Credit Card,Returned,N
T000275,C0007,Jane Saelim,jane.saelim7@example.com,Male,Chiang Mai,2026-03-21,2026-03-21 17:00:00,Beauty,5,167.2,0.0,836.0,cash,Returned,N
T000600,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,05/02/2026,2026-05-02 02:00:00,Beauty,2,344.51,0.05,654.57,promptpay,Returned,N
T000326,C0068,Beam Sukjai,beam.sukjai68@example.com,female,Bangkok,04/15/2026,2026-04-15 06:00:00,Home,4,530.24,0.1,1908.86,Card,Completed,N
T000350,C0157,Nont Rattanakul,nont.rattanakul157@example.com,female,Khon Kaen,2026-01-11,2026-01-11 19:00:00,Beauty,2,303.06,0.0,606.12,cash,Returned,N
T000594,C0109,Jane Thongdee,jane.thongdee109@example.com,female,Bangkok,10-03-2026,2026-03-10 02:00:00,Beauty,4,351.63,0.1,1265.87,promptpay,Processing,N
T000057,C0177,Ice Lertprasert,,MALE,Chiang Mai,2026-01-24,2026-01-25 20:00:00,Food,2,99.51,0.0,197.76,Card,Processing,N
T000176,C0013,Narin Wongsa,narin.wongsa13@example.com,f,Khon Kaen,2026-01-17,2026-01-20 13:00:00,Fashion,6,408.72,0.05,2329.7,PromptPay,Processing,N
T000278,C0043,Beam Rattanakul,,MALE,Bangkok,02/04/2026,2026-04-02 10:00:00,Sports,6,161.62,0.05,921.23,Bank Transfer,Completed,N
T000300,C0176,Ploy Boonmee,ploy.boonmee176@example.com,MALE,Chanthaburi,2026-02-19,2026-02-19 17:00:00,Fashion,1,666.44,0.1,599.8,bank_transfer,Completed,N
T000157,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,22/06/2026,2026-06-22 19:00:00,Food,5,191.71,0.0,958.55,Prompt Pay,Returned,N
T000445,C0021,May Boonmee,may.boonmee21@example.com,FEMALE,Nakhon Ratchasima,18/04/2026,2026-04-18 11:00:00,Food,2,156.01,0.2,249.62,credit card,Processing,N
T000540,C0113,Tee Dechawat,tee.dechawat113@example.com,MALE,Rayong,03/10/2026,2026-03-10 07:00:00,Food,5,179.32,0.05,851.77,bank_transfer,Completed,N
T000282,C0113,Tee Dechawat,tee.dechawat113@example.com,MALE,Rayong,05/06/2026,2026-05-06 19:00:00,Sports,6,183.9,0.05,11530.53,Prompt Pay,Cancelled,Y
T000298,C0101,Boss Phromla,boss.phromla101@example.com,male,Bangkok,2026-03-11,2026-03-11 13:00:00,Beauty,2,187.88,0.1,3043.62,bank_transfer,Returned,Y
T000148,C0080,May Kittikul,may.kittikul80@example.com,Female,Khon Kaen,05/23/2026,2026-05-23 02:00:00,Fashion,6,350.59,0.0,2103.54,Bank Transfer,Processing,N
T000426,C0072,Tee Lertprasert,tee.lertprasert72@example.com,FEMALE,Chanthaburi,2026-03-31,2026-03-31 15:00:00,Sports,2,247.84,0.2,396.54,Bank Transfer,Returned,N
T000550,C0175,Boss Khamdee,boss.khamdee175@example.com,female,Nakhon Ratchasima,2026-01-01,2026-01-01 14:00:00,Electronics,5,128.66,0.0,643.3,COD,Completed,N
T000374,C0128,Ploy Khamdee,ploy.khamdee128@example.com,male,Bangkok,2026-03-25,2026-03-25 06:00:00,Sports,3,198.33,0.05,565.24,bank_transfer,Completed,N
T000333,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-03-20,2026-03-20 13:00:00,Food,4,88.38,0.2,282.82,PromptPay,Cancelled,N
T000073,C0076,Pim Phromla,pim.phromla76@example.com,MALE,Chanthaburi,2026-03-09,2026-03-09 12:00:00,Sports,6,101.8,0.0,610.8,Transfer,Returned,N
T000460,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 05:00:00,Sports,5,302.17,0.05,1435.31,COD,Completed,N
T000032,C0017,Mook Rattanakul,mook.rattanakul17@example.com,female,Khon Kaen,2026-05-23,2026-05-23 17:00:00,Food,2,50.64,0.2,81.02,promptpay,Completed,N
T000234,C0002,Mint Thongdee,mint.thongdee2@example.com,Female,Rayong,19/06/2026,2026-06-19 09:00:00,Home,5,100.99,0.05,479.7,bank_transfer,Cancelled,N
T000579,C0041,Tee Chaiyo,tee.chaiyo41@example.com,m,Chonburi,2026/03/25,2026-03-25 02:00:00,Sports,4,372.19,0.2,1191.01,bank_transfer,Processing,Y
T000404,C0125,May Lertprasert,may.lertprasert125@example.com,FEMALE,Rayong,2026-06-07,2026-06-07 18:00:00,Fashion,2,324.16,0.2,518.66,Prompt Pay,Processing,N
T000210,C0044,Gun Phromla,gun.phromla44@example.com,female,Chonburi,2026-03-28,2026-03-28 02:00:00,Electronics,6,213.42,0.15,1088.44,Transfer,Completed,N
T000301,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,01/19/2026,2026-01-19 03:00:00,Food,6,152.16,0.0,912.96,Card,Cancelled,N
T000235,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,13/01/2026,2026-01-13 16:00:00,Electronics,6,44.37,0.05,252.91,Card,Completed,N
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,Male,Khon Kaen,22/04/2026,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,Cash on Delivery,Returned,N
T000443,C0162,Aom Dechawat,aom.dechawat162@example.com,male,Rayong,2026-04-28,2026-04-28 13:00:00,Home,6,120.21,0.0,721.26,promptpay,Completed,N
T000083,C0056,Mint Maneerat,mint.maneerat56@example.com,MALE,Rayong,2026/03/09,2026-03-09 17:00:00,Food,5,244.91,0.0,1224.55,COD,Processing,N
T000428,C0112,Pim Rattanakul,pim.rattanakul112@example.com,MALE,Phuket,2026-02-03,2026-02-03 03:00:00,Fashion,-3,161.2,0.05,306.28,PromptPay,Processing,N
T000454,C0033,Pim Srisawat,pim.srisawat33@example.com,MALE,Rayong,2026-06-11,2026-06-11 01:00:00,Sports,2,233.48,0.05,443.61,Prompt Pay,Processing,N
T000125,C0044,Gun Phromla,gun.phromla44@example.com,female,Chonburi,2026-06-14,2026-06-14 16:00:00,Home,1,71.84,0.0,71.84,Credit Card,Processing,N
T000245,C0083,Beam Srisawat,beam.srisawat83@example.com,m,Chiang Mai,2026-02-26,2026-02-26 14:00:00,Food,3,266.88,0.0,800.64,promptpay,Processing,N
T000296,C0030,May Thongdee,may.thongdee30@example.com,male,Nakhon Ratchasima,2026/03/25,2026-03-25 17:00:00,Electronics,4,169.87,0.1,611.53,Prompt Pay,Completed,N
T000195,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,credit card,Completed,N
T000076,C0038,Boss Kittikul,boss.kittikul38@example.com,Female,Nakhon Ratchasima,03/21/2026,2026-03-21 02:00:00,Electronics,2,146.57,0.0,293.14,Credit Card,Cancelled,N
T000063,C0022,Film Kittikul,film.kittikul22@example.com,FEMALE,Nakhon Ratchasima,2026-01-11,2026-01-11 02:00:00,Sports,1,195.89,0.15,166.51,credit card,Cancelled,N
T000181,C0121,Ice Kittikul,ice.kittikul121@example.com,MALE,Bangkok,2026-03-30,2026-03-30 14:00:00,Electronics,6,276.17,0.2,1325.62,Bank Transfer,Returned,N
T000560,C0068,Beam Sukjai,beam.sukjai68@example.com,FEMALE,Bangkok,2026/01/04,2026-01-04 14:00:00,Electronics,5,106.54,0.2,426.16,Credit Card,unknown_status,N
T000222,C0135,Korn Srisawat,korn.srisawat135@example.com,Female,Bangkok,2026-03-19,2026-03-19 13:00:00,Beauty,1,110.93,0.1,93.39,credit card,Processing,N
T000226,C0164,Gun Srisawat,gun.srisawat164@example.com,female,Chonburi,2026-02-15,2026-02-15 10:00:00,Home,3,128.01,0.05,364.83,Transfer,Returned,N
T000564,C0057,Ploy Thongdee,ploy.thongdee57@example.com,F,Nakhon Ratchasima,04/06/2026,2026-04-06 03:00:00,Beauty,6,555.53,0.1,2999.86,Cash on Delivery,Processing,N
T000338,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,06-03-2026,2026-03-06 09:00:00,Food,2,662.26,0.0,1324.52,Card,Processing,N
T000048,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026/05/02,2026-05-05 09:00:00,Electronics,2,164.0,0.0,328.0,Cash on Delivery,Completed,N
T000067,C0137,Film Boonmee,film.boonmee137@example.com,Male,Khon Kaen,03/07/2026,2026-03-07 02:00:00,Home,3,77.71,0.2,186.5,PP,Cancelled,N
T000092,C0008,Ice Rattanakul,ice.rattanakul8@example.com,m,Chiang Mai,04/09/2026,2026-04-09 01:00:00,Sports,4,219.68,0.05,834.78,COD,Cancelled,Y
T000230,C0141,Korn Phromla,korn.phromla141@example.com,Male,Khon Kaen,2026-02-23,2026-02-23 12:00:00,Electronics,2,348.44,0.05,662.04,Credit Card,Processing,N
T000036,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,15/06/2026,2026-06-18 09:00:00,Home,3,158.13,0.05,450.67,promptpay,Cancelled,N
T000134,C0131,Narin Rattanakul,narin.rattanakul131@example.com,Female,Khon Kaen,2026-01-18,2026-01-18 12:00:00,Fashion,4,344.47,0.0,1377.88,CC,Cancelled,N
T000439,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-13-05,2026-05-21 17:00:00,Sports,3,94.33,0.0,666666.0,Card,Returned,N
T000010,C0085,Aom Thongdee,aom.thongdee85@example.com,f,Chiang Mai,2026-05-09,2026-05-13 20:00:00,Home,2,259.33,0.0,518.66,credit card,Cancelled,N
T000023,C0125,May Lertprasert,may.lertprasert125@example.com,Female,,25-05-2026,2026-05-25 19:00:00,Beauty,5,97.06,0.05,324.63,PromptPay,Returned,N
T000430,C0138,Mint Dechawat,mint.dechawat138@example.com,MALE,Khon Kaen,2026-01-24,2026-01-24 05:00:00,Electronics,6,208.35,0.0,1250.1,Cash on Delivery,Processing,N
T000467,C0011,Mint Rattanakul,mint.rattanakul11@example.com,female,Chanthaburi,2026-03-05,2026-03-05 09:00:00,Fashion,6,219.12,0.0,1314.72,Cash on Delivery,Completed,N
T000485,C0058,Anan Wongsa,,Female,Khon Kaen,01/01/2026,2026-01-01 16:00:00,Beauty,4,221.28,0.1,796.61,CC,Processing,N
T000584,C0036,Film Maneerat,film.maneerat36@example.com,FEMALE,Chonburi,06-02-2026,2026-02-06 10:00:00,Food,2,286.09,0.2,7323.84,bank_transfer,Completed,Y
T000556,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-02-01,2026-02-04 20:00:00,Beauty,5,226.64,0.1,1019.88,promptpay,Processing,N
T000255,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-05-03,2026-05-03 19:00:00,Home,6,213.05,0.0,777777.0,cash,Completed,N
T000287,C0007,Jane Saelim,,MALE,Chiang Mai,2026-01-09,2026-01-09 14:00:00,Food,3,187.66,0.15,478.53,Credit Card,Returned,N
T000265,C0049,Gun Dechawat,gun.dechawat49@example.com,female,Nakhon Ratchasima,21/01/2026,2026-01-21 02:00:00,Electronics,1,108.13,0.2,86.5,COD,Completed,N
T000015,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,01/06/2026,2026-01-06 01:00:00,Fashion,6,233.41,0.2,1120.37,credit card,Completed,N
T000553,C0031,Ploy Rattanakul,ploy.rattanakul31@example.com,female,Chiang Mai,2026-02-25,2026-02-25 08:00:00,Electronics,4,108.06,0.05,410.63,bank_transfer,Processing,N
T900010,C0047,Ploy  Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,credit card,Completed,N
T000507,C0040,Pim Srisawat,pim.srisawat40@example.com,M,Rayong,2026-02-25,2026-02-25 03:00:00,Home,4,244.96,0.2,783.87,Prompt Pay,Cancelled,N
T000170,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-03-16,2026-03-16 19:00:00,Home,4,92.14,0.1,331.7,PP,Processing,N
T000297,C0033,Pim Srisawat,pim.srisawat33@example.com,MALE,Rayong,2026-05-08,2026-05-08 15:00:00,Fashion,2,392.26,0.0,784.52,bank_transfer,Returned,N
T000322,C0049,Gun Dechawat,gun.dechawat49@example.com,f,Nakhon Ratchasima,2026-02-26,2026-02-26 09:00:00,Fashion,4,303.39,0.15,926.95,Credit Card,Returned,N
T000489,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-04-13,2026-04-16 10:00:00,Food,1,312.97,0.2,250.38,Bank Transfer,Completed,N
T000016,C0016,Korn Lertprasert,korn.lertprasert16@example.com,male,Khon Kaen,2026-02-22,2026-02-22 01:00:00,Beauty,2,132.42,0.05,251.6,COD,Completed,N
T000547,C0164,Gun Srisawat,gun.srisawat164@example.com,Female,Chonburi,19/03/2026,2026-03-19 10:00:00,Electronics,5,199.37,0.0,996.85,credit card,Cancelled,N
T000192,C0144,Gun Sukjai,gun.sukjai144@example.com,MALE,Phuket,07/03/2026,2026-03-07 10:00:00,Food,5,98.44,0.0,492.2,cash,Completed,N
T000465,C0158,Nont Kittikul,nont.kittikul158@example.com,Male,Nakhon Ratchasima,2026-04-03,2026-04-03 05:00:00,Sports,6,207.01,0.15,1055.75,Prompt Pay,Cancelled,N
T000511,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,03/24/2026,2026-03-24 16:00:00,Beauty,4,259.71,0.0,1038.84,cash,Completed,N
T000258,C0143,Korn Srisawat,korn.srisawat143@example.com,M,,15/05/2026,2026-05-15 10:00:00,Food,3,262.19,0.1,707.91,Bank Transfer,Cancelled,N
T000377,C0029,Aom Pattanakul,aom.pattanakul29@example.com,FEMALE,Bangkok,23/06/2026,2026-06-23 06:00:00,Home,6,106.75,0.0,640.5,credit card,Returned,N
T000351,C0052,Gun Dechawat,gun.dechawat52@example.com,f,Rayong,2026-03-09,2026-03-09 06:00:00,Sports,4,67.63,0.0,270.52,Cash on Delivery,Cancelled,N
T000186,C0090,Mook Sukjai,mook.sukjai90@example.com,male,Chanthaburi,2026-04-04,2026-04-04 01:00:00,Electronics,2,164.39,0.0,328.78,promptpay,Cancelled,N
T000259,C0145,Tee Srisawat,tee.srisawat145@example.com,Male,Nakhon Ratchasima,2026-05-02,2026-05-02 03:00:00,Food,6,219.95,0.15,1121.74,Bank Transfer,Cancelled,N
T000264,C0083,Beam Srisawat,beam.srisawat83@example.com,MALE,Chiang Mai,2026-06-21,2026-06-21 09:00:00,Food,3,138.51,0.15,353.2,bank_transfer,Processing,N
T000239,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-02-24,2026-02-24 04:00:00,Fashion,1,344.9,0.1,310.41,promptpay,Cancelled,N
T000202,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,02/03/2026,2026-03-02 15:00:00,Food,3,241.49,0.1,652.02,promptpay,Cancelled,N
T000501,C0166,Jane Srisawat,jane.srisawat166@example.com,f,Nakhon Ratchasima,2026-03-20,2026-03-20 19:00:00,Home,6,113.14,0.15,577.01,credit card,Processing,N
T000339,C0120,Mook Boonmee,mook.boonmee120@example.com,MALE,Chonburi,2026-06-16,2026-06-16 07:00:00,Sports,1,284.82,0.1,256.34,credit card,Completed,N
T000305,C0062,Beam Rattanakul,beam.rattanakul62@example.com,m,Bangkok,2026-03-03,2026-03-03 13:00:00,Fashion,2,132.76,0.15,225.69,CC,Completed,N
T000109,C0029,Aom Pattanakul,,f,Bangkok,2026-03-17,2026-03-17 14:00:00,Electronics,2,419.11,0.0,838.22,Credit Card,Processing,N
T000391,C0131,Narin Rattanakul,narin.rattanakul131@example.com,FEMALE,Khon Kaen,01/23/2026,2026-01-23 14:00:00,Fashion,3,158.05,0.0,474.15,PromptPay,Processing,N
T000563,C0123,Ploy Khamdee,ploy.khamdee123@example.com,female,Chanthaburi,2026-05-03,2026-05-03 07:00:00,Beauty,3,115.39,0.0,346.17,Bank Transfer,Completed,N
T000412,C0159,Nont Dechawat,nont.dechawat159@example.com,MALE,Chiang Mai,2026-05-04,2026-05-04 15:00:00,Beauty,3,99.91,0.05,284.74,COD,Completed,N
T000591,C0037,Jane Phromla,jane.phromla37@example.com,m,Chiang Mai,04/09/2026,2026-04-09 16:00:00,Beauty,5,159.09,0.2,732.4,COD,Processing,N
T000471,C0105,Korn Sukjai,korn.sukjai105@example.com,F,Rayong,06/01/2026,2026-01-06 05:00:00,Home,1,199.55,0.15,169.62,PromptPay,Completed,N
T000273,C0141,Korn Phromla,korn.phromla141@example.com,male,Khon Kaen,2026-06-08,2026-06-08 11:00:00,Electronics,3,258.82,0.0,776.46,Transfer,Returned,N
T000124,C0007,Jane Saelim,jane.saelim7@example.com,Male,Chiang Mai,2026-13-05,2026-06-08 03:00:00,Fashion,3,113.44,0.05,323.3,CC,Completed,N
T000182,C0039,Beam Boonmee,beam.boonmee39@example.com,m,Rayong,2026-02-14,2026-02-14 08:00:00,Sports,2,45.51,0.0,91.02,PP,Completed,N
T000592,C0178,Anan Wongsa,anan.wongsa178@example.com,male,Khon Kaen,05/22/2026,2026-05-22 09:00:00,Home,5,302.17,0.2,1208.68,bank_transfer,Processing,N
T000267,C0039,Beam Boonmee,beam.boonmee39@example.com,MALE,Rayong,2026-04-07,2026-04-07 13:00:00,Fashion,3,253.67,0.0,761.01,PP,Returned,N
T000407,C0006,Pim Khamdee,pim.khamdee6@example.com,male,Nakhon Ratchasima,11/06/2026,2026-06-11 12:00:00,Electronics,1,136.65,0.0,136.65,Cash on Delivery,Completed,Y
T000328,C0034,Fah Pattanakul,fah.pattanakul34@example.com,MALE,Chiang Mai,2026-01-14,2026-01-14 03:00:00,Electronics,5,175.02,0.1,787.59,PP,Completed,N
T000492,C0100,Fah Rattanakul,fah.rattanakul100@example.com,F,Bangkok,2026-03-18,2026-03-18 09:00:00,Food,1,64.15,0.2,51.32,Bank Transfer,Processing,N
T000434,C0150,Mook Chaiyo,mook.chaiyo150@example.com,Female,Chiang Mai,04/01/2026,2026-01-04 01:00:00,Food,3,568.0,0.0,1704.0,Card,Processing,N
T000033,C0122,Anan Wongsa,anan.wongsa122@example.com,MALE,Chanthaburi,2026-06-01,2026-06-01 10:00:00,Electronics,6,111.27,0.1,513.09,Prompt Pay,Completed,N
T000096,C0043,Beam Rattanakul,beam.rattanakul43@example.com,MALE,Bangkok,2026-01-06,2026-01-06 10:00:00,Food,3,216.75,0.15,552.71,Transfer,Returned,N
T000321,C0169,Boss Kittikul,boss.kittikul169@example.com,m,Nakhon Ratchasima,2026-01-20,2026-01-20 14:00:00,Fashion,6,199.84,0.1,1079.14,Card,Processing,N
T000349,C0011,Mint Rattanakul,mint.rattanakul11@example.com,female,Chanthaburi,2026-04-15,2026-04-15 05:00:00,Electronics,6,214.11,0.0,1284.66,Credit Card,Returned,N
T000552,C0139,Gun Phromla,gun.phromla139@example.com,male,Nakhon Ratchasima,2026-01-14,2026-01-14 04:00:00,Beauty,5,113.86,0.05,540.83,PP,Cancelled,N
T000064,C0153,Nont Chaiyo,nont.chaiyo153@example.com,Female,Chiang Mai,2026-02-02,2026-02-02 04:00:00,Home,3,226.22,0.0,678.66,COD,Cancelled,N
T000269,C0039,Beam Boonmee,,Male,Rayong,2026-06-01,2026-06-01 16:00:00,Electronics,1,290.78,0.1,261.7,Credit Card,Cancelled,N
T000215,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-05-12,2026-05-12 07:00:00,Beauty,2,195.18,0.15,331.81,Cash on Delivery,Processing,Y
T000039,C0066,Beam Rattanakul,beam.rattanakul66@example.com,Male,Chonburi,2026/04/05,2026-04-09 14:00:00,Fashion,1,384.01,0.05,364.81,Bank Transfer,Returned,N
T000135,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-05-02,2026-05-02 01:00:00,Beauty,2,208.75,0.1,375.75,COD,Completed,N
T000256,C0033,Pim Srisawat,pim.srisawat33@example.com,male,Rayong,04/11/2026,2026-04-11 13:00:00,Electronics,3,119.94,0.0,359.82,Transfer,Returned,N
T000106,C0140,Ploy Khamdee,ploy.khamdee140@example.com,f,Nakhon Ratchasima,04/21/2026,2026-04-21 04:00:00,Fashion,6,96.3,0.05,548.91,Bank Transfer,Returned,N
T000056,C0021,May Boonmee,may.boonmee21@example.com,female,Nakhon Ratchasima,20/02/2026,2026-02-20 12:00:00,Food,5,132.65,0.1,596.93,Transfer,Returned,N
T000490,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-05-28,2026-05-28 17:00:00,Food,2,209.44,0.1,376.99,Credit Card,Completed,N
T000288,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-06-02,2026-06-02 06:00:00,Sports,2,249.47,0.0,498.94,CC,Completed,N
T000535,C0165,Nont Thongdee,nont.thongdee165@example.com,FEMALE,Nakhon Ratchasima,2026-06-16,2026-06-16 01:00:00,Sports,1,311.73,0.0,311.73,Cash on Delivery,Completed,N
T000561,C0160,Mint Kittikul,mint.kittikul160@example.com,female,Chiang Mai,2026-01-23,2026-01-23 13:00:00,Beauty,6,290.31,0.0,1741.86,COD,Returned,N
T000523,C0158,Nont Kittikul,,MALE,Nakhon Ratchasima,2026-02-09,2026-02-12 05:00:00,Sports,6,66.64,0.1,359.86,Cash on Delivery,Completed,N
T000332,C0048,Boss Dechawat,boss.dechawat48@example.com,f,Rayong,2026-01-16,2026-01-16 08:00:00,Home,4,121.03,0.0,484.12,Prompt Pay,Cancelled,N
T000424,C0076,Pim Phromla,pim.phromla76@example.com,Male,Chanthaburi,2026-01-19,2026-01-19 03:00:00,Electronics,1,328.23,0.0,328.23,Credit Card,Completed,N
T000243,C0151,Mook Thongdee,mook.thongdee151@example.com,Male,Bangkok,2026-02-10,2026-02-10 15:00:00,Home,6,352.86,0.0,2117.16,cash,Cancelled,N
T000128,C0005,Ploy Chaiyo,ploy.chaiyo5@example.com,female,Bangkok,2026-06-22,2026-06-22 13:00:00,Home,6,153.51,0.0,921.06,Credit Card,Cancelled,N
T000087,C0169,Boss Kittikul,boss.kittikul169@example.com,Male,Nakhon Ratchasima,2026-06-18,2026-06-20 20:00:00,Food,5,143.91,0.0,719.55,bank_transfer,Cancelled,N
T000178,C0070,Pim Chaiyo,pim.chaiyo70@example.com,M,Khon Kaen,2026-03-08,2026-03-11 17:00:00,Food,5,333.14,0.1,1499.13,promptpay,Completed,N
T000199,C0029,Aom Pattanakul,aom.pattanakul29@example.com,f,Bangkok,2026-02-18,2026-02-19 22:00:00,Food,2,256.96,0.1,462.53,PromptPay,Cancelled,N
T000103,C0166,Jane Srisawat,jane.srisawat166@example.com,Female,Nakhon Ratchasima,02/09/2026,2026-02-09 10:00:00,Fashion,2,113.99,0.0,227.98,Prompt Pay,Cancelled,N
T000566,C0064,Ploy Thongdee,ploy.thongdee64@example.com,Female,Phuket,2026/03/11,2026-03-11 18:00:00,Beauty,5,308.69,0.1,1389.11,bank_transfer,Cancel,N
T000387,C0013,Narin Wongsa,narin.wongsa13@example.com,female,Khon Kaen,2026/04/01,2026-04-01 03:00:00,Fashion,1,113.61,0.0,113.61,Prompt Pay,Completed,N
T000459,C0145,Tee Srisawat,tee.srisawat145@example.com,MALE,Nakhon Ratchasima,2026-01-16,2026-01-16 01:00:00,Home,3,192.4,0.0,577.2,Bank Transfer,Returned,N
T000554,C0147,Film Chaiyo,film.chaiyo147@example.com,M,Chiang Mai,2026-03-09,2026-03-09 13:00:00,Beauty,4,150.53,0.2,481.7,Cash on Delivery,Processing,Y
T000075,C0026,Mook Wongsa,mook.wongsa26@example.com,male,Chiang Mai,23/04/2026,2026-04-23 06:00:00,Electronics,1,124.44,0.0,124.44,Bank Transfer,Cancelled,N
T000310,C0018,Nont Chaiyo,nont.chaiyo18@example.com,M,Phuket,2026-05-23,2026-05-23 10:00:00,Beauty,6,85.56,0.0,513.36,cash,Cancelled,N
T000514,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-06-13,2026-06-13 03:00:00,Fashion,6,68.7,0.0,412.2,cash,Processing,N
T000389,C0116,Boss Wongsa,boss.wongsa116@example.com,Female,Chonburi,2026-05-04,2026-05-04 02:00:00,Sports,1,101.61,0.1,91.45,promptpay,Cancelled,N
